Issue code,Issue name,Company category,Close,Change,%Change,Open,High,Low,Trading volume,Trading value,Market cap.,No.of listed shares
"239610","HLSCIENCE","Venture business","11910","120","1.02","11830","11950","11740","3491","41309960","64220089650","5392115"
"462020","HMCIB No.6SPAC","SPAC(none market division)","2050","10","0.49","2050","2055","2040","4101","8366595","8907250000","4345000"
"477340","HMCIB No.7SPAC","SPAC(none market division)","1998","1","0.05","1999","1999","1990","1447","2880468","15004980000","7510000"
"036170","HMNEX","Enterprise of middle standing","950","0","0.00","950","958","945","30655","29203477","58297344700","61365626"
"101680","HNK","Enterprise of middle standing","2270","40","1.79","2240","2315","2240","23289","52774735","19077080000","8404000"
"403870","HPSP","Blue chip company","27100","550","2.07","26600","27450","26250","425995","11455640325","2262811192800","83498568"
"036640","HRS","Blue chip company","5440","-60","-1.09","5520","5530","5430","49741","271942965","88970112000","16354800"
"039610","HS VALVE","Blue chip company","10560","70","0.67","10440","10680","10440","83939","885399040","109933824000","10410400"
"106190","HTP","Blue chip company","12570","140","1.13","12450","12640","12360","3699","46126820","133658984610","10633173"
"175140","HUMAN TECHNOLOGY","More significant investment(none market division)","5220","-100","-1.88","5320","5320","5160","48647","254917425","129445622640","24798012"
"205470","HUMASIS","Blue chip company","1443","-26","-1.77","1476","1480","1440","990716","1436722101","186688137987","129375009"
"115160","HUMAX","Enterprise of middle standing","1017","8","0.79","1011","1023","1006","17136","17377558","44717616108","43970124"
"028080","HUMAX Holdings","Enterprise of middle standing","2050","30","1.49","2030","2055","1998","11021","22459890","25783887300","12577506"
"290270","HUNESION","Venture business","3700","-5","-0.13","3725","3735","3670","16334","60531515","35548386400","9607672"
"295310","HVM","New growth company","30300","250","0.83","29950","30650","29300","97804","2930215100","360628509300","11901931"
"276730","HW & Jeju","New growth company","2265","-90","-3.82","2330","2395","2245","217087","500303540","35509211340","15677356"
"061250","HWAIL PHARM","Enterprise of middle standing","1190","3","0.25","1187","1205","1187","226772","271748333","102953857930","86515847"
"126640","HWASHIN PRECISION","Blue chip company","1279","13","1.03","1266","1350","1261","482942","625281532","46522201473","36373887"
"013030","HY-LOKCO","Blue chip company","31850","-550","-1.70","32450","32450","31350","108911","3459796000","391609827700","12295442"
"097870","HYOSUNG ONB","Enterprise of middle standing","7060","50","0.71","6950","7070","6950","43908","307662095","59939400000","8490000"
"148930","HYTC","Enterprise of middle standing","3810","-5","-0.13","3815","3870","3790","7045","27074345","38767561530","10175213"
"078590","HYULIM A-TECH","Venture business","488","-2","-0.41","486","495","480","166774","81357597","27430644944","56210338"
"052260","HYUNDAI BIOLAND","Blue chip company","4615","10","0.22","4640","4650","4580","38883","179307192","138450000000","30000000"
"041440","HYUNDAI EVERDIGM","Blue chip company","8480","20","0.24","8480","8530","8350","71291","602939895","151927205120","17915944"
"090850","HYUNDAI EZWEL","Blue chip company","6700","-10","-0.15","6660","6730","6620","67493","450322030","159100618700","23746361"
"016790","HYUNDAI FEED","Issues for administration(none market division)","994","0","0.00","0","0","0","0","0","187340898626","188471729"
"039010","HYUNDAI HT","Blue chip company","7080","-60","-0.84","7140","7180","7060","9748","69351360","61065000000","8625000"
"460930","HYUNDAI HYMS","Enterprise of middle standing","23000","700","3.14","22400","24500","21400","2559713","60102293800","816037033000","35479871"
"319400","HYUNDAI MOVEX","Blue chip company","4665","-80","-1.69","4750","4750","4620","587864","2749640475","519569221935","111376039"
"011080","HYUNGJI I&C","Enterprise of middle standing","886","-11","-1.23","897","908","883","532513","472472264","37489856688","42313608"
"092300","HYUNWOO","Blue chip company","2740","0","0.00","2745","2770","2680","43697","118850177","51163515840","18672816"
"034810","HaeSung","Enterprise of middle standing","8020","-180","-2.20","8180","8200","7910","25797","206387840","261105993140","32556857"
"03481K","HaeSung(1P)","Enterprise of middle standing","7920","0","0.00","7910","7920","7810","1664","13077700","11000262240","1388922"
"076610","Haesung Optics","Venture business","609","-13","-2.09","622","630","596","513931","314017693","26462997582","43453198"
"059270","Haisung Aero-Robotics","New growth company","5620","20","0.36","5590","5740","5560","41173","231045825","62611290380","11140799"
"107640","HanJungNCS","New growth company","37400","-50","-0.13","37500","37900","36500","98574","3665361625","339028980400","9064946"
"025550","HanSun","Blue chip company","3310","-20","-0.60","3300","3360","3265","159454","527783525","84451353240","25514004"
"320000","HanWool Semi","Enterprise of middle standing","2320","-80","-3.33","2400","2400","2315","145593","340702981","74956856800","32308990"
"446750","Hana 26 SPAC","SPAC(none market division)","2085","0","0.00","2090","2090","2080","22383","46633413","12572550000","6030000"
"448370","Hana 27 SPAC","SPAC(none market division)","2090","-10","-0.48","2090","2095","2090","2770","5789355","11745800000","5620000"
"454750","Hana 28 SPAC","SPAC(none market division)","2465","-30","-1.20","2495","2500","2440","141098","346296834","17752930000","7202000"
"454640","Hana 29 SPAC","SPAC(none market division)","2080","5","0.24","2085","2085","2070","36082","74828995","11234080000","5401000"
"469880","Hana 30 SPAC","SPAC(none market division)","2045","-5","-0.24","2055","2055","2040","3828","7810140","14938725000","7305000"
"469900","Hana 31 SPAC","SPAC(none market division)","2035","-5","-0.25","2040","2045","2030","6003","12211702","11406175000","5605000"
"475240","Hana 32 SPAC","SPAC(none market division)","2115","5","0.24","2110","2120","2100","1606","3379495","6768000000","3200000"
"475250","Hana 33 SPAC","SPAC(none market division)","2110","5","0.24","2105","2110","2090","1171","2450555","7807000000","3700000"
"0041L0","Hana 35 SPAC","SPAC(none market division)","1987","0","0.00","1987","1990","1986","73865","146795482","11981610000","6030000"
"166090","Hana Materials","Blue chip company","26100","-250","-0.95","26500","26500","25800","81347","2114454925","516197291400","19777674"
"067310","Hana Micron","Enterprise of middle standing","12370","-200","-1.59","12500","12500","12280","411627","5079101825","819784009130","66271949"
"484130","Hana Thirty-four SPAC","SPAC(none market division)","2050","-5","-0.24","2075","2075","2045","1116","2287860","9266000000","4520000"
"079170","Hanchang","Enterprise of middle standing","7280","100","1.39","7150","7410","7150","16459","119715670","37856000000","5200000"
"054920","Hancom WITH","Enterprise of middle standing","4360","-5","-0.11","4380","4460","4295","321057","1403438674","123026473160","28217081"
"005860","HanilFeed","Blue chip company","3595","-10","-0.28","3605","3620","3585","122315","440065414","141656247575","39403685"
"024740","HanilForging","Blue chip company","2105","-20","-0.94","2130","2150","2105","202586","430941565","69248288145","32897049"
"114810","Hansol IONES","Blue chip company","8900","-120","-1.33","9020","9140","8820","222985","2000588260","254479248600","28593174"
"070590","Hansol Intic","Enterprise of middle standing","1807","23","1.29","1785","1812","1767","39774","71280870","25080294447","13879521"
"430690","Hanssak","Venture business","5160","-40","-0.77","5190","5230","5150","66845","346001610","56219887320","10895327"
"002680","Hantop","Enterprise of middle standing","768","5","0.66","760","771","759","21188","16196278","24819301632","32316799"
"091440","Hanwool MS","More significant investment(none market division)","2355","-50","-2.08","2410","2455","2330","186701","444073720","67270118130","28564806"
"003380","Harim Holdings","Blue chip company","8850","-150","-1.67","9030","9140","8780","937083","8369364465","991249745850","112005621"
"234340","Hecto Financial","Blue chip company","17170","-760","-4.24","17330","17640","17130","98856","1710179275","162308010000","9453000"
"214180","Hecto Innovation","Blue chip company","16460","160","0.98","16290","16560","16150","72070","1178938665","216031129980","13124613"
"084990","Helixmith","New growth company","4160","130","3.23","4030","4265","3955","182086","752484701","191746035520","46092797"
"024060","Heungu","Enterprise of middle standing","12300","30","0.24","12270","12390","12250","39701","488298675","184500000000","15000000"
"365590","HiDeep","New growth company","536","12","2.29","519","560","513","367841","197749519","82963749104","154783114"
"149980","Hironic","Issues for administration(none market division)","5090","0","0.00","0","0","0","0","0","94645307670","18594363"
"263920","HuM&C","Venture business","1062","0","0.00","0","0","0","0","0","52085932308","49045134"
"145020","Hugel","Blue chip company","317000","-1000","-0.31","318500","323000","315500","55827","17743877500","3900378461000","12304033"
"200670","Humedix","Blue chip company","59200","-1800","-2.95","60800","61100","58000","100269","5956029650","664811856000","11229930"
"243070","Huons","Blue chip company","29150","0","0.00","28800","29500","28800","30973","901610375","349207234750","11979665"
"084110","Huons Global","Enterprise of middle standing","49550","1600","3.34","48150","50500","48150","63266","3143044900","626154431000","12636820"
"353190","Hurum","Enterprise of middle standing","707","-3","-0.42","701","713","697","52609","37025366","27840542940","39378420"
"065510","Huvitz","Blue chip company","9150","140","1.55","9050","9220","9040","47707","436866100","111258244650","12159371"
"126700","HyVISION","Blue chip company","15540","-250","-1.58","15790","15790","15440","37059","576245970","232200420480","14942112"
"101670","Hydro Lithium","More significant investment(none market division)","3140","45","1.45","3005","3365","2900","10574540","33555241722","170093705800","54169970"
"065650","Hyper Corporation","Issues for administration(none market division)","4150","-30","-0.72","4180","4295","4120","30772","129048990","55341146400","13335216"
"090710","Hyulim ROBOT","Enterprise of middle standing","2470","15","0.61","2470","2510","2460","1584394","3926401335","295059276590","119457197"
"308100","Hyungji Global","Enterprise of middle standing","2280","-65","-2.77","2360","2380","2280","1001367","2312623056","54772458240","24023008"
"189980","Hyungkuk F&B","Blue chip company","1732","-20","-1.14","1759","1759","1719","61205","106009454","69518716364","40137827"
"138360","Hyupjin","Enterprise of middle standing","800","-26","-3.15","830","855","795","1269100","1039264899","41549411200","51936764"
"052860","I&C","Venture business","2075","-20","-0.95","2105","2110","2065","31069","65200370","37065422050","17862854"
"066430","I-ROBOTICS","Enterprise of middle standing","1672","-16","-0.95","1700","1710","1654","171423","287260945","65464611872","39153476"
"339950","IBKIMYOUNG","Enterprise of middle standing","2015","39","1.97","1972","2030","1972","98688","197510883","90567509825","44946655"
